,station_train_code,train_no,train_type,train_code,from_station,from_station_name,to_station,to_station_name,from_station_telecode,to_station_telecode
283,C2827(郑州东-新郑机场),38000C282720,C,C2827,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
284,C2828(新郑机场-郑州东),38000C282820,C,C2828,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
285,C2829(郑州东-新郑机场),38000C282920,C,C2829,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
286,C2830(新郑机场-郑州东),38000C283020,C,C2830,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
287,C2831(郑州东-新郑机场),38000C283140,C,C2831,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
288,C2832(新郑机场-郑州东),38000C283240,C,C2832,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
289,C2833(郑州东-新郑机场),38000C283330,C,C2833,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
290,C2834(新郑机场-郑州东),38000C283440,C,C2834,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
291,C2835(郑州东-新郑机场),38000C283520,C,C2835,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
292,C2836(新郑机场-郑州东),38000C283610,C,C2836,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
293,C2837(郑州东-新郑机场),38000C283700,C,C2837,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
294,C2838(新郑机场-郑州东),38000C283800,C,C2838,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
295,C2839(郑州东-新郑机场),38000C283900,C,C2839,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
296,C2840(新郑机场-郑州东),38000C284000,C,C2840,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
297,C2841(郑州东-新郑机场),38000C284100,C,C2841,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
298,C2842(新郑机场-郑州),38000C284200,C,C2842,新郑机场,新郑机场,郑州,郑州,EZF,ZZF
299,C2901(焦作-郑州),38000C290130,C,C2901,焦作,焦作,郑州,郑州,JOF,ZZF
300,C2902(郑州-焦作),38000C290201,C,C2902,郑州,郑州,焦作,焦作,ZZF,JOF
301,C2903(焦作-郑州),38000C290304,C,C2903,焦作,焦作,郑州,郑州,JOF,ZZF
302,C2904(郑州-焦作),38000C290410,C,C2904,郑州,郑州,焦作,焦作,ZZF,JOF
303,C2905(焦作-郑州),38000C290504,C,C2905,焦作,焦作,郑州,郑州,JOF,ZZF
304,C2906(郑州-焦作),38000C290603,C,C2906,郑州,郑州,焦作,焦作,ZZF,JOF
305,C2907(焦作-郑州),38000C290720,C,C2907,焦作,焦作,郑州,郑州,JOF,ZZF
306,C2908(郑州-焦作),38000C290830,C,C2908,郑州,郑州,焦作,焦作,ZZF,JOF
307,C2909(焦作-郑州),38000C290930,C,C2909,焦作,焦作,郑州,郑州,JOF,ZZF
308,C2910(郑州-焦作),38000C291000,C,C2910,郑州,郑州,焦作,焦作,ZZF,JOF
309,C2921(焦作-新郑机场),38000C292102,C,C2921,焦作,焦作,新郑机场,新郑机场,JOF,EZF
310,C2922(郑州-焦作),38000C292203,C,C2922,郑州,郑州,焦作,焦作,ZZF,JOF
311,C2923(焦作-郑州),38000C292303,C,C2923,焦作,焦作,郑州,郑州,JOF,ZZF
312,C2924(新郑机场-焦作),38000C292403,C,C2924,新郑机场,新郑机场,焦作,焦作,EZF,JOF
313,C2925(焦作-郑州),38000C292502,C,C2925,焦作,焦作,郑州,郑州,JOF,ZZF
314,C2926(郑州-焦作),38000C292602,C,C2926,郑州,郑州,焦作,焦作,ZZF,JOF
315,C2927(焦作-郑州),38000C292702,C,C2927,焦作,焦作,郑州,郑州,JOF,ZZF
316,C2928(郑州-焦作),38000C292801,C,C2928,郑州,郑州,焦作,焦作,ZZF,JOF
317,C2929(焦作-郑州),38000C292902,C,C2929,焦作,焦作,郑州,郑州,JOF,ZZF
318,C2930(郑州-焦作),38000C293002,C,C2930,郑州,郑州,焦作,焦作,ZZF,JOF
319,C2951(焦作-郑州),38000C295103,C,C2951,焦作,焦作,郑州,郑州,JOF,ZZF
320,C2952(郑州-焦作),38000C295201,C,C2952,郑州,郑州,焦作,焦作,ZZF,JOF
321,C2953(焦作-郑州),38000C295320,C,C2953,焦作,焦作,郑州,郑州,JOF,ZZF
322,C2954(郑州-焦作),38000C295400,C,C2954,郑州,郑州,焦作,焦作,ZZF,JOF
323,C2961(郑州-新郑机场),38000C296102,C,C2961,郑州,郑州,新郑机场,新郑机场,ZZF,EZF
324,C2962(新郑机场-宋城路),38000C296210,C,C2962,新郑机场,新郑机场,宋城路,宋城路,EZF,SFF
325,C2963(宋城路-新郑机场),38000C296310,C,C2963,宋城路,宋城路,新郑机场,新郑机场,SFF,EZF
326,C2964(新郑机场-郑州东),38000C296403,C,C2964,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
327,C2965(郑州东-新郑机场),38000C296510,C,C2965,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
328,C2966(新郑机场-郑州东),38000C296620,C,C2966,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
329,C2967(郑州东-新郑机场),38000C296720,C,C2967,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
330,C2968(新郑机场-郑州东),38000C296820,C,C2968,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
331,C2969(郑州东-新郑机场),38000C296920,C,C2969,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
332,C2970(新郑机场-郑州东),38000C297020,C,C2970,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
333,C2971(郑州东-新郑机场),38000C297120,C,C2971,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
334,C2972(新郑机场-郑州东),38000C297220,C,C2972,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
335,C2973(郑州东-新郑机场),38000C297320,C,C2973,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
336,C2974(新郑机场-郑州东),38000C297410,C,C2974,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
337,C2975(郑州东-新郑机场),38000C297510,C,C2975,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
338,C2976(新郑机场-宋城路),38000C297620,C,C2976,新郑机场,新郑机场,宋城路,宋城路,EZF,SFF
339,C2977(宋城路-新郑机场),38000C297710,C,C2977,宋城路,宋城路,新郑机场,新郑机场,SFF,EZF
340,C2978(新郑机场-郑州东),38000C297810,C,C2978,新郑机场,新郑机场,郑州东,郑州东,EZF,ZAF
341,C2979(郑州东-新郑机场),38000C297910,C,C2979,郑州东,郑州东,新郑机场,新郑机场,ZAF,EZF
342,C2980(新郑机场-郑州),38000C298010,C,C2980,新郑机场,新郑机场,郑州,郑州,EZF,ZZF
343,C2991(焦作-郑州东),38000C299101,C,C2991,焦作,焦作,郑州东,郑州东,JOF,ZAF
344,C2992(郑州东-焦作),38000C299301,C,C2992,郑州东,郑州东,焦作,焦作,ZAF,JOF
345,C2993(郑州东-焦作),38000C299301,C,C2993,郑州东,郑州东,焦作,焦作,ZAF,JOF
346,C2994(焦作-郑州东),38000C299101,C,C2994,焦作,焦作,郑州东,郑州东,JOF,ZAF
347,C3001(上海南-金山卫),55000C300131,C,C3001,上海南,上海南,金山卫,,SNH,
348,C3002(金山卫-上海南),55000C300220,C,C3002,金山卫,,上海南,上海南,,SNH
349,C3003(上海南-金山卫),55000C300331,C,C3003,上海南,上海南,金山卫,,SNH,
350,C3004(金山卫-上海南),55000C300431,C,C3004,金山卫,,上海南,上海南,,SNH
351,C3005(上海南-金山卫),55000C300512,C,C3005,上海南,上海南,金山卫,,SNH,
352,C3006(金山卫-上海南),55000C300602,C,C3006,金山卫,,上海南,上海南,,SNH
353,C3007(上海南-金山卫),55000C300712,C,C3007,上海南,上海南,金山卫,,SNH,
354,C3008(金山卫-上海南),55000C300813,C,C3008,金山卫,,上海南,上海南,,SNH
355,C3009(上海南-金山卫),55000C300912,C,C3009,上海南,上海南,金山卫,,SNH,
356,C3010(金山卫-上海南),55000C301013,C,C3010,金山卫,,上海南,上海南,,SNH
357,C3011(上海南-金山卫),55000C301113,C,C3011,上海南,上海南,金山卫,,SNH,
358,C3012(金山卫-上海南),55000C301202,C,C3012,金山卫,,上海南,上海南,,SNH
359,C3013(上海南-金山卫),55000C301312,C,C3013,上海南,上海南,金山卫,,SNH,
360,C3014(金山卫-上海南),55000C301412,C,C3014,金山卫,,上海南,上海南,,SNH
361,C3015(上海南-金山卫),55000C301511,C,C3015,上海南,上海南,金山卫,,SNH,
362,C3016(金山卫-上海南),55000C301602,C,C3016,金山卫,,上海南,上海南,,SNH
363,C3017(上海南-金山卫),55000C301712,C,C3017,上海南,上海南,金山卫,,SNH,
364,C3018(金山卫-上海南),55000C301812,C,C3018,金山卫,,上海南,上海南,,SNH
365,C3019(上海南-金山卫),55000C301901,C,C3019,上海南,上海南,金山卫,,SNH,
366,C3020(金山卫-上海南),55000C302002,C,C3020,金山卫,,上海南,上海南,,SNH
367,C3021(上海南-金山卫),55000C302112,C,C3021,上海南,上海南,金山卫,,SNH,
368,C3022(金山卫-上海南),55000C302214,C,C3022,金山卫,,上海南,上海南,,SNH
369,C3023(上海南-金山卫),55000C302301,C,C3023,上海南,上海南,金山卫,,SNH,
370,C3024(金山卫-上海南),55000C302402,C,C3024,金山卫,,上海南,上海南,,SNH
371,C3025(上海南-金山卫),55000C302501,C,C3025,上海南,上海南,金山卫,,SNH,
372,C3026(金山卫-上海南),55000C302602,C,C3026,金山卫,,上海南,上海南,,SNH
373,C3027(上海南-金山卫),55000C302701,C,C3027,上海南,上海南,金山卫,,SNH,
374,C3028(金山卫-上海南),55000C302803,C,C3028,金山卫,,上海南,上海南,,SNH
375,C3029(上海南-金山卫),55000C302902,C,C3029,上海南,上海南,金山卫,,SNH,
376,C3030(金山卫-上海南),55000C303002,C,C3030,金山卫,,上海南,上海南,,SNH
377,C3031(上海南-金山卫),55000C303112,C,C3031,上海南,上海南,金山卫,,SNH,
378,C3032(金山卫-上海南),55000C303212,C,C3032,金山卫,,上海南,上海南,,SNH
379,C3033(上海南-金山卫),55000C303312,C,C3033,上海南,上海南,金山卫,,SNH,
380,C3034(金山卫-上海南),55000C303412,C,C3034,金山卫,,上海南,上海南,,SNH
381,C3601(上海南-金山卫),55000C360100,C,C3601,上海南,上海南,金山卫,,SNH,
382,C3602(金山卫-上海南),55000C360200,C,C3602,金山卫,,上海南,上海南,,SNH
383,C3603(上海南-金山卫),55000C360302,C,C3603,上海南,上海南,金山卫,,SNH,
384,C3604(金山卫-上海南),55000C360402,C,C3604,金山卫,,上海南,上海南,,SNH
385,C3605(上海南-金山卫),55000C360502,C,C3605,上海南,上海南,金山卫,,SNH,
386,C3606(金山卫-上海南),55000C360601,C,C3606,金山卫,,上海南,上海南,,SNH
387,C3607(上海南-金山卫),55000C360701,C,C3607,上海南,上海南,金山卫,,SNH,
388,C3608(金山卫-上海南),55000C360801,C,C3608,金山卫,,上海南,上海南,,SNH
389,C3609(上海南-金山卫),55000C360901,C,C3609,上海南,上海南,金山卫,,SNH,
390,C3610(金山卫-上海南),55000C361002,C,C3610,金山卫,,上海南,上海南,,SNH
391,C3611(上海南-金山卫),55000C361100,C,C3611,上海南,上海南,金山卫,,SNH,
392,C3612(金山卫-上海南),55000C361202,C,C3612,金山卫,,上海南,上海南,,SNH
393,C3613(上海南-金山卫),55000C361300,C,C3613,上海南,上海南,金山卫,,SNH,
394,C3614(金山卫-上海南),55000C361402,C,C3614,金山卫,,上海南,上海南,,SNH
395,C3615(上海南-金山卫),55000C361501,C,C3615,上海南,上海南,金山卫,,SNH,
396,C3616(金山卫-上海南),55000C361602,C,C3616,金山卫,,上海南,上海南,,SNH
397,C3617(上海南-金山卫),55000C361700,C,C3617,上海南,上海南,金山卫,,SNH,
398,C3618(金山卫-上海南),55000C361801,C,C3618,金山卫,,上海南,上海南,,SNH
399,C3619(上海南-金山卫),55000C361900,C,C3619,上海南,上海南,金山卫,,SNH,
400,C3620(金山卫-上海南),55000C362002,C,C3620,金山卫,,上海南,上海南,,SNH
401,C3621(上海南-金山卫),55000C362101,C,C3621,上海南,上海南,金山卫,,SNH,
402,C3622(金山卫-上海南),55000C362201,C,C3622,金山卫,,上海南,上海南,,SNH
403,C3623(上海南-金山卫),55000C362300,C,C3623,上海南,上海南,金山卫,,SNH,
404,C3624(金山卫-上海南),55000C362401,C,C3624,金山卫,,上海南,上海南,,SNH
405,C3625(上海南-金山卫),55000C362500,C,C3625,上海南,上海南,金山卫,,SNH,
406,C3626(金山卫-上海南),55000C362602,C,C3626,金山卫,,上海南,上海南,,SNH
407,C3627(上海南-金山卫),55000C362700,C,C3627,上海南,上海南,金山卫,,SNH,
408,C3628(金山卫-上海南),55000C362801,C,C3628,金山卫,,上海南,上海南,,SNH
409,C3629(上海南-金山卫),55000C362901,C,C3629,上海南,上海南,金山卫,,SNH,
410,C3630(金山卫-上海南),55000C363001,C,C3630,金山卫,,上海南,上海南,,SNH
411,C3631(上海南-金山卫),55000C363101,C,C3631,上海南,上海南,金山卫,,SNH,
412,C3632(金山卫-上海南),55000C363201,C,C3632,金山卫,,上海南,上海南,,SNH
413,C3633(上海南-金山卫),55000C363301,C,C3633,上海南,上海南,金山卫,,SNH,
414,C3634(金山卫-上海南),55000C363401,C,C3634,金山卫,,上海南,上海南,,SNH
415,C3635(上海南-金山卫),55000C363502,C,C3635,上海南,上海南,金山卫,,SNH,
416,C3636(金山卫-上海南),55000C363602,C,C3636,金山卫,,上海南,上海南,,SNH
417,C3637(上海南-金山卫),55000C363702,C,C3637,上海南,上海南,金山卫,,SNH,
418,C3638(金山卫-上海南),55000C363801,C,C3638,金山卫,,上海南,上海南,,SNH
419,C3640(金山卫-上海南),55000C364031,C,C3640,金山卫,,上海南,上海南,,SNH
420,C3642(车墩-上海南),55000C364240,C,C3642,车墩,,上海南,上海南,,SNH
421,C5001(汉口-咸宁南),39000C500105,C,C5001,汉口,汉口,咸宁南,咸宁南,HKN,UNN
422,C5002(咸宁南-武昌),39000C500206,C,C5002,咸宁南,咸宁南,武昌,武昌,UNN,WCN
423,C5003(武昌-咸宁南),39000C500304,C,C5003,武昌,武昌,咸宁南,咸宁南,WCN,UNN
424,C5004(咸宁南-武昌),39000C500405,C,C5004,咸宁南,咸宁南,武昌,武昌,UNN,WCN
425,C5005(武昌-咸宁南),39000C500507,C,C5005,武昌,武昌,咸宁南,咸宁南,WCN,UNN
426,C5006(咸宁南-武昌),39000C500607,C,C5006,咸宁南,咸宁南,武昌,武昌,UNN,WCN
427,C5007(武昌-咸宁南),39000C500705,C,C5007,武昌,武昌,咸宁南,咸宁南,WCN,UNN
428,C5008(咸宁南-汉口),39000C500805,C,C5008,咸宁南,咸宁南,汉口,汉口,UNN,HKN
429,C5021(武昌-咸宁南),39000C502110,C,C5021,武昌,武昌,咸宁南,咸宁南,WCN,UNN
430,C5022(咸宁南-武昌),39000C502210,C,C5022,咸宁南,咸宁南,武昌,武昌,UNN,WCN
431,C5023(武昌-咸宁南),39000C502310,C,C5023,武昌,武昌,咸宁南,咸宁南,WCN,UNN
432,C5024(咸宁南-武昌),39000C502410,C,C5024,咸宁南,咸宁南,武昌,武昌,UNN,WCN
433,C5025(武昌-咸宁南),39000C502510,C,C5025,武昌,武昌,咸宁南,咸宁南,WCN,UNN
434,C5026(咸宁南-武昌),39000C502610,C,C5026,咸宁南,咸宁南,武昌,武昌,UNN,WCN
435,C5027(武昌-咸宁南),39000C502710,C,C5027,武昌,武昌,咸宁南,咸宁南,WCN,UNN
436,C5028(咸宁南-汉口),39000C502810,C,C5028,咸宁南,咸宁南,汉口,汉口,UNN,HKN
437,C5301(汉口-孝感东),39000C530104,C,C5301,汉口,汉口,孝感东,孝感东,HKN,GDN
438,C5302(孝感东-汉口),39000C530200,C,C5302,孝感东,孝感东,汉口,汉口,GDN,HKN
439,C5303(汉口-孝感东),39000C530300,C,C5303,汉口,汉口,孝感东,孝感东,HKN,GDN
440,C5304(孝感东-汉口),39000C530402,C,C5304,孝感东,孝感东,汉口,汉口,GDN,HKN
441,C5305(汉口-孝感东),39000C530502,C,C5305,汉口,汉口,孝感东,孝感东,HKN,GDN
442,C5306(孝感东-汉口),39000C530600,C,C5306,孝感东,孝感东,汉口,汉口,GDN,HKN
443,C5307(汉口-孝感东),39000C530700,C,C5307,汉口,汉口,孝感东,孝感东,HKN,GDN
444,C5308(孝感东-汉口),39000C530802,C,C5308,孝感东,孝感东,汉口,汉口,GDN,HKN
445,C5309(汉口-孝感东),39000C530902,C,C5309,汉口,汉口,孝感东,孝感东,HKN,GDN
446,C5310(孝感东-汉口),39000C531002,C,C5310,孝感东,孝感东,汉口,汉口,GDN,HKN
447,C5311(汉口-孝感东),39000C531102,C,C5311,汉口,汉口,孝感东,孝感东,HKN,GDN
448,C5312(孝感东-汉口),39000C531202,C,C5312,孝感东,孝感东,汉口,汉口,GDN,HKN
449,C5313(汉口-孝感东),39000C531300,C,C5313,汉口,汉口,孝感东,孝感东,HKN,GDN
450,C5314(孝感东-汉口),39000C531400,C,C5314,孝感东,孝感东,汉口,汉口,GDN,HKN
451,C5321(汉口-孝感东),39000C532102,C,C5321,汉口,汉口,孝感东,孝感东,HKN,GDN
452,C5341(孝感东-黄冈东),39000C534400,C,C5341,孝感东,孝感东,黄冈东,黄冈东,GDN,KAN
453,C5342(黄冈东-孝感东),39000C534201,C,C5342,黄冈东,黄冈东,孝感东,孝感东,KAN,GDN
454,C5343(黄冈东-孝感东),39000C534201,C,C5343,黄冈东,黄冈东,孝感东,孝感东,KAN,GDN
455,C5344(孝感东-黄冈东),39000C534400,C,C5344,孝感东,孝感东,黄冈东,黄冈东,GDN,KAN
456,C5351(孝感东-大冶北),39000C535401,C,C5351,孝感东,孝感东,大冶北,大冶北,GDN,DBN
457,C5352(大冶北-孝感东),39000C535201,C,C5352,大冶北,大冶北,孝感东,孝感东,DBN,GDN
458,C5353(大冶北-孝感东),39000C535201,C,C5353,大冶北,大冶北,孝感东,孝感东,DBN,GDN
459,C5354(孝感东-大冶北),39000C535401,C,C5354,孝感东,孝感东,大冶北,大冶北,GDN,DBN
460,C5501(武汉-大冶北),4e000C550105,C,C5501,武汉,武汉,大冶北,大冶北,WHN,DBN
461,C5502(大冶北-武汉),39000C550206,C,C5502,大冶北,大冶北,武汉,武汉,DBN,WHN
462,C5507(武汉-大冶北),4e000C550704,C,C5507,武汉,武汉,大冶北,大冶北,WHN,DBN
463,C5508(大冶北-武汉),39000C550806,C,C5508,大冶北,大冶北,武汉,武汉,DBN,WHN
464,C5509(武汉-大冶北),4e000C550907,C,C5509,武汉,武汉,大冶北,大冶北,WHN,DBN
465,C5510(大冶北-武汉),39000C551008,C,C5510,大冶北,大冶北,武汉,武汉,DBN,WHN
466,C5513(武汉-大冶北),4e000C551303,C,C5513,武汉,武汉,大冶北,大冶北,WHN,DBN
467,C5514(大冶北-武汉),39000C551403,C,C5514,大冶北,大冶北,武汉,武汉,DBN,WHN
468,C5515(武汉-大冶北),4e000C551503,C,C5515,武汉,武汉,大冶北,大冶北,WHN,DBN
469,C5516(大冶北-武汉),39000C551605,C,C5516,大冶北,大冶北,武汉,武汉,DBN,WHN
470,C5517(武汉-大冶北),4e000C551704,C,C5517,武汉,武汉,大冶北,大冶北,WHN,DBN
471,C5518(大冶北-武汉),39000C551804,C,C5518,大冶北,大冶北,武汉,武汉,DBN,WHN
472,C5521(武汉-大冶北),4e000C552104,C,C5521,武汉,武汉,大冶北,大冶北,WHN,DBN
473,C5522(大冶北-武汉),39000C552205,C,C5522,大冶北,大冶北,武汉,武汉,DBN,WHN
474,C5523(武汉-大冶北),4e000C552306,C,C5523,武汉,武汉,大冶北,大冶北,WHN,DBN
475,C5524(大冶北-武汉),39000C552407,C,C5524,大冶北,大冶北,武汉,武汉,DBN,WHN
476,C5601(武汉-黄冈东),4e000C560105,C,C5601,武汉,武汉,黄冈东,黄冈东,WHN,KAN
477,C5605(武汉-黄冈东),4e000C560505,C,C5605,武汉,武汉,黄冈东,黄冈东,WHN,KAN
478,C5606(黄冈东-武汉),39000C560607,C,C5606,黄冈东,黄冈东,武汉,武汉,KAN,WHN
479,C5610(黄冈东-武汉),39000C561006,C,C5610,黄冈东,黄冈东,武汉,武汉,KAN,WHN
480,C5611(武汉-黄冈东),4e000C561106,C,C5611,武汉,武汉,黄冈东,黄冈东,WHN,KAN
481,C5612(黄冈东-武汉),39000C561207,C,C5612,黄冈东,黄冈东,武汉,武汉,KAN,WHN
482,C5613(武汉-黄冈东),4e000C561304,C,C5613,武汉,武汉,黄冈东,黄冈东,WHN,KAN
483,C5614(黄冈东-武汉),39000C561404,C,C5614,黄冈东,黄冈东,武汉,武汉,KAN,WHN
484,C5617(武汉-黄冈东),4e000C561704,C,C5617,武汉,武汉,黄冈东,黄冈东,WHN,KAN
485,C5618(黄冈东-武汉),39000C561803,C,C5618,黄冈东,黄冈东,武汉,武汉,KAN,WHN
486,C5619(武汉-黄冈东),4e000C561903,C,C5619,武汉,武汉,黄冈东,黄冈东,WHN,KAN
487,C5620(黄冈东-武汉),39000C562004,C,C5620,黄冈东,黄冈东,武汉,武汉,KAN,WHN
488,C5621(武汉-黄冈东),4e000C562106,C,C5621,武汉,武汉,黄冈东,黄冈东,WHN,KAN
489,C5622(黄冈东-武汉),39000C562207,C,C5622,黄冈东,黄冈东,武汉,武汉,KAN,WHN
490,C5623(武汉-黄冈东),4e000C562306,C,C5623,武汉,武汉,黄冈东,黄冈东,WHN,KAN
491,C5631(武汉-黄冈东),4e000C563100,C,C5631,武汉,武汉,黄冈东,黄冈东,WHN,KAN
492,C5632(黄冈东-武汉),39000C563200,C,C5632,黄冈东,黄冈东,武汉,武汉,KAN,WHN
